Length,asii_value,word_count,Vowel_Count,consonants,syllable_count,underscore,hyphen,tandi,tanv,count_n,count_v,count_adj,max_length_word,min_length_word,ratito_char,label
9,978,1,3,6,3,0,0.0,0.3333333333333333,0,0,0,9,9,1.0,2,0
12,1305,7,3,9,2,0,0.0,0.25,0,0,0,2,1,1.0,2,15
9,942,2,4,5,3,0,0.0,0.4444444444444444,1,1,0,6,3,1.0,2,0
12,1278,2,4,8,4,0,0.0,0.3333333333333333,2,0,0,6,6,1.0,2,9
5,514,2,1,4,1,0,0.0,0.2,1,0,0,3,2,1.0,1,0
14,1541,8,1,13,1,0,0.0,0.07142857142857142,0,0,0,2,1,1.0,3,7
10,1082,2,6,4,3,0,0.0,0.6,0,0,0,6,4,1.0,2,0
14,1485,3,7,7,6,0,0.0,0.5,2,1,0,6,3,1.0,3,0
8,800,2,3,5,3,1,0.125,0.375,1,1,0,6,1,0.875,1,0
12,1326,6,1,11,1,0,0.0,0.08333333333333333,0,0,0,2,2,1.0,2,15
13,1386,9,0,13,0,0,0.0,0.0,0,0,0,3,1,1.0,3,13
29,3062,6,11,18,10,0,0.0,0.3793103448275862,5,4,1,6,4,1.0,4,5
14,1361,7,5,9,4,0,0.0,0.35714285714285715,0,0,0,5,1,1.0,3,13
15,1616,7,5,10,4,0,0.0,0.3333333333333333,0,0,0,4,1,1.0,4,2
6,645,2,2,4,2,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
12,1281,2,5,7,4,0,0.0,0.4166666666666667,0,0,0,8,4,1.0,2,0
15,1644,8,3,12,3,0,0.0,0.2,0,0,0,2,1,1.0,4,2
18,1920,8,2,16,1,0,0.0,0.1111111111111111,0,0,0,3,1,1.0,4,10
5,546,2,2,3,2,0,0.0,0.4,0,0,0,4,1,1.0,1,0
26,2389,14,5,21,4,0,0.0,0.19230769230769232,2,0,0,3,1,1.0,4,3
18,1934,2,6,12,5,0,0.0,0.3333333333333333,0,0,0,9,9,1.0,4,14
17,1876,2,6,11,6,0,0.0,0.35294117647058826,0,0,0,9,8,1.0,4,0
15,1567,3,6,9,4,0,0.0,0.4,3,2,2,6,4,1.0,4,0
16,1733,7,4,12,3,0,0.0,0.25,0,0,0,4,1,1.0,4,1
7,698,2,2,5,2,1,0.14285714285714285,0.2857142857142857,1,0,0,3,3,0.8571428571428571,1,0
6,677,3,0,6,0,0,0.0,0.0,0,0,0,2,2,1.0,1,0
17,1781,2,8,9,7,0,0.0,0.47058823529411764,0,0,0,9,8,1.0,4,14
18,1537,13,4,14,4,0,0.0,0.2222222222222222,0,0,0,3,1,1.0,4,12
12,1272,3,5,7,4,0,0.0,0.4166666666666667,2,0,1,5,3,1.0,2,0
17,1829,6,7,10,7,0,0.0,0.4117647058823529,2,2,0,4,1,1.0,4,4
26,2210,17,0,26,0,0,0.0,0.0,0,0,0,3,1,1.0,4,3
17,1839,10,2,15,1,0,0.0,0.11764705882352941,0,0,0,3,1,1.0,4,11
10,1045,3,4,6,4,0,0.0,0.4,1,1,0,4,2,1.0,2,0
12,1321,6,1,11,1,0,0.0,0.08333333333333333,1,1,0,3,1,1.0,2,15
11,1212,6,2,9,1,0,0.0,0.18181818181818182,0,0,0,2,1,1.0,2,7
15,1636,2,6,9,5,0,0.0,0.4,1,1,0,9,6,1.0,4,0
26,2802,4,13,13,9,0,0.0,0.5,3,2,0,12,4,1.0,4,5
12,1272,3,5,7,4,0,0.0,0.4166666666666667,0,0,0,5,3,1.0,2,0
9,1003,5,3,6,3,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,2,0
22,2394,2,10,12,8,0,0.0,0.45454545454545453,1,0,1,12,10,1.0,4,8
16,1723,7,6,10,5,0,0.0,0.375,1,0,0,4,1,1.0,4,1
3,328,1,1,2,1,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
8,839,3,4,4,3,0,0.0,0.5,2,0,0,4,1,1.0,1,0
6,662,2,2,4,2,0,0.0,0.3333333333333333,0,0,0,4,2,1.0,1,0
9,803,2,2,7,2,0,0.0,0.2222222222222222,0,0,0,6,3,1.0,2,0
12,1341,5,6,6,4,0,0.0,0.5,0,0,0,4,1,1.0,2,15
4,451,1,1,3,1,0,0.0,0.25,1,1,1,4,4,1.0,1,0
18,1537,11,1,17,2,0,0.0,0.05555555555555555,0,0,0,4,1,1.0,4,12
4,435,1,2,2,2,0,0.0,0.5,0,0,0,4,4,1.0,1,0
8,849,3,5,3,4,0,0.0,0.625,1,0,0,4,1,1.0,1,0
11,1165,1,5,6,4,0,0.0,0.45454545454545453,0,0,0,11,11,1.0,2,0
16,1763,3,5,11,5,0,0.0,0.3125,0,0,0,7,3,1.0,4,0
8,855,2,3,5,2,0,0.0,0.375,0,0,0,4,4,1.0,1,0
14,1545,3,4,10,4,0,0.0,0.2857142857142857,1,1,0,7,3,1.0,3,4
4,438,1,1,3,1,0,0.0,0.25,0,0,0,4,4,1.0,1,0
9,942,2,5,4,5,0,0.0,0.5555555555555556,0,0,0,5,4,1.0,2,0
18,1882,2,5,13,6,1,0.05555555555555555,0.2777777777777778,0,0,0,9,8,0.9444444444444444,4,8
14,1504,3,6,8,6,0,0.0,0.42857142857142855,0,0,0,7,2,1.0,3,0
7,769,2,3,4,2,0,0.0,0.42857142857142855,1,1,0,4,3,1.0,1,0
15,1629,9,2,13,3,0,0.0,0.13333333333333333,1,0,0,2,1,1.0,4,2
8,853,2,4,4,3,0,0.0,0.5,0,0,0,4,4,1.0,1,0
18,1899,2,7,11,7,0,0.0,0.3888888888888889,0,0,0,9,9,1.0,4,14
9,996,4,4,5,4,0,0.0,0.4444444444444444,0,0,0,3,1,1.0,2,0
4,445,2,1,3,1,0,0.0,0.25,0,0,0,2,2,1.0,1,0
4,417,2,1,3,1,0,0.0,0.25,0,0,0,2,2,1.0,1,0
25,2713,4,12,13,9,0,0.0,0.48,4,3,0,12,4,1.0,4,5
17,1797,2,8,9,7,0,0.0,0.47058823529411764,0,0,0,9,8,1.0,4,14
18,1741,10,5,13,4,0,0.0,0.2777777777777778,0,0,0,3,1,1.0,4,12
8,793,2,3,5,2,1,0.125,0.375,1,0,1,6,1,0.875,1,0
9,989,1,3,6,3,0,0.0,0.3333333333333333,0,0,0,9,9,1.0,2,0
16,1686,2,5,11,4,1,0.0625,0.3125,0,0,0,10,5,0.9375,4,8
25,1946,16,2,23,4,0,0.0,0.08,0,0,0,4,1,1.0,4,3
6,652,3,2,4,1,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,1,0
16,1743,8,1,15,1,0,0.0,0.0625,0,0,0,3,1,1.0,4,1
8,846,4,1,7,1,0,0.0,0.125,0,0,0,2,2,1.0,1,7
13,1379,3,5,8,4,0,0.0,0.38461538461538464,0,0,0,5,3,1.0,3,0
3,339,2,1,2,1,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,1,0
11,1151,2,3,8,3,0,0.0,0.2727272727272727,0,0,0,6,5,1.0,2,0
19,2090,10,4,15,2,0,0.0,0.21052631578947367,0,0,0,3,1,1.0,4,10
25,2717,4,10,15,8,0,0.0,0.4,3,2,0,10,4,1.0,4,5
13,1448,6,2,11,2,0,0.0,0.15384615384615385,0,0,0,3,1,1.0,3,6
7,782,3,2,5,1,0,0.0,0.2857142857142857,0,0,0,4,1,1.0,1,0
15,1634,7,3,12,3,0,0.0,0.2,0,0,0,3,1,1.0,4,2
16,1729,7,3,13,3,0,0.0,0.1875,1,0,0,3,1,1.0,4,1
14,1510,3,4,10,4,0,0.0,0.2857142857142857,2,2,0,7,3,1.0,3,0
11,1182,4,4,7,4,0,0.0,0.36363636363636365,2,1,0,5,1,1.0,2,0
26,2801,5,8,18,8,0,0.0,0.3076923076923077,5,5,2,7,4,1.0,4,5
13,1415,1,5,8,4,0,0.0,0.38461538461538464,0,0,0,13,13,1.0,3,0
11,1091,2,4,7,4,1,0.09090909090909091,0.36363636363636365,1,0,0,5,5,0.9090909090909091,2,0
30,3227,6,9,21,7,0,0.0,0.3,4,4,2,9,3,1.0,4,5
8,856,2,4,4,3,0,0.0,0.5,1,0,0,5,3,1.0,1,0
5,566,1,2,3,1,0,0.0,0.4,0,0,0,5,5,1.0,1,0
18,1971,10,1,17,2,0,0.0,0.05555555555555555,0,0,0,3,1,1.0,4,12
17,1852,8,4,13,4,0,0.0,0.23529411764705882,0,0,0,3,1,1.0,4,11
24,2545,4,10,14,7,0,0.0,0.4166666666666667,3,3,0,9,3,1.0,4,5
9,970,2,2,7,2,0,0.0,0.2222222222222222,0,0,0,5,4,1.0,2,0
20,2134,6,7,13,6,0,0.0,0.35,1,0,0,4,2,1.0,4,4
17,1886,7,2,15,3,0,0.0,0.11764705882352941,0,0,0,3,2,1.0,4,11
16,1795,8,6,10,4,0,0.0,0.375,0,0,0,3,1,1.0,4,1
3,323,1,0,3,0,0,0.0,0.0,0,0,0,3,3,1.0,1,0
10,979,3,3,7,3,0,0.0,0.3,1,0,0,4,2,1.0,2,0
11,1000,6,0,11,0,0,0.0,0.0,0,0,0,3,1,1.0,2,13
7,753,1,3,4,3,0,0.0,0.42857142857142855,0,0,0,7,7,1.0,1,0
4,447,2,2,2,1,0,0.0,0.5,0,0,0,3,1,1.0,1,0
15,1625,6,5,10,4,0,0.0,0.3333333333333333,0,0,0,4,1,1.0,4,2
16,1761,9,1,15,1,0,0.0,0.0625,0,0,0,3,1,1.0,4,1
14,1435,4,4,10,3,0,0.0,0.2857142857142857,1,0,0,7,1,1.0,3,0
24,2574,4,9,15,8,0,0.0,0.375,3,2,0,11,3,1.0,4,5
11,1169,6,2,9,3,0,0.0,0.18181818181818182,0,0,0,3,1,1.0,2,7
25,2642,4,10,15,8,0,0.0,0.4,2,2,0,11,3,1.0,4,5
29,3112,5,12,17,10,0,0.0,0.41379310344827586,3,2,1,8,4,1.0,4,5
17,1882,8,2,15,3,0,0.0,0.11764705882352941,0,0,0,3,1,1.0,4,11
27,2383,18,3,24,3,0,0.0,0.1111111111111111,0,0,0,3,1,1.0,4,3
13,1296,4,5,8,5,1,0.07692307692307693,0.38461538461538464,1,0,0,5,1,0.9230769230769231,3,0
17,1805,7,4,13,3,0,0.0,0.23529411764705882,0,0,0,4,1,1.0,4,11
17,1752,2,7,10,5,1,0.058823529411764705,0.4117647058823529,0,0,0,9,7,0.9411764705882353,4,8
9,956,2,4,5,3,0,0.0,0.4444444444444444,1,0,0,5,4,1.0,2,0
22,2391,3,8,14,6,0,0.0,0.36363636363636365,1,1,0,10,5,1.0,4,0
24,2615,5,9,15,8,0,0.0,0.375,5,5,0,7,3,1.0,4,5
7,762,2,2,5,2,0,0.0,0.2857142857142857,0,0,0,5,2,1.0,1,0
6,616,2,3,3,3,0,0.0,0.5,0,0,0,4,2,1.0,1,0
14,1534,2,6,8,4,0,0.0,0.42857142857142855,2,0,1,7,7,1.0,3,9
15,1655,6,6,9,3,0,0.0,0.4,1,1,0,4,1,1.0,4,6
18,2027,9,2,16,3,0,0.0,0.1111111111111111,1,0,0,3,1,1.0,4,12
8,741,2,2,6,2,0,0.0,0.25,0,0,0,6,2,1.0,1,0
3,315,1,1,2,1,0,0.0,0.3333333333333333,1,1,0,3,3,1.0,1,0
15,1628,9,1,14,2,0,0.0,0.06666666666666667,1,0,0,2,1,1.0,4,10
24,2515,6,8,16,7,0,0.0,0.3333333333333333,6,6,1,5,3,1.0,4,5
6,523,3,1,5,1,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,1,0
5,504,2,3,2,3,0,0.0,0.6,0,0,0,4,1,1.0,1,0
15,1653,2,6,9,4,0,0.0,0.4,1,0,1,8,7,1.0,4,9
3,336,2,1,2,1,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,1,0
10,1080,2,3,7,3,0,0.0,0.3,2,1,1,5,5,1.0,2,9
12,1249,2,3,9,3,1,0.08333333333333333,0.25,0,0,0,9,2,0.9166666666666666,2,0
24,2229,16,4,20,6,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,4,3
12,1291,5,2,10,2,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,2,0
10,1065,2,4,6,3,0,0.0,0.4,0,0,0,6,4,1.0,2,0
17,1850,7,2,15,3,0,0.0,0.11764705882352941,1,1,0,4,1,1.0,4,11
3,311,1,0,3,0,0,0.0,0.0,0,0,0,3,3,1.0,1,0
15,1576,3,5,10,5,0,0.0,0.3333333333333333,2,2,1,9,1,1.0,4,9
12,1290,3,4,8,3,0,0.0,0.3333333333333333,1,1,0,7,1,1.0,2,0
8,867,4,0,8,1,0,0.0,0.0,0,0,0,3,1,1.0,1,7
12,1255,4,5,7,4,0,0.0,0.4166666666666667,1,1,0,4,2,1.0,2,0
12,1292,7,1,11,2,0,0.0,0.08333333333333333,0,0,0,3,1,1.0,2,15
10,1055,6,2,8,2,0,0.0,0.2,0,0,0,3,1,1.0,2,13
24,2351,15,5,19,3,0,0.0,0.20833333333333334,0,0,0,2,1,1.0,4,3
15,1627,6,5,10,3,0,0.0,0.3333333333333333,1,1,1,4,1,1.0,4,6
11,1170,3,5,6,3,0,0.0,0.45454545454545453,1,1,0,6,1,1.0,2,0
13,1425,2,5,8,5,0,0.0,0.38461538461538464,0,0,0,9,4,1.0,3,0
5,542,1,2,3,2,0,0.0,0.4,0,0,0,5,5,1.0,1,0
15,1548,2,5,10,5,1,0.06666666666666667,0.3333333333333333,1,1,0,8,6,0.9333333333333333,4,8
31,3309,5,11,20,10,0,0.0,0.3548387096774194,4,3,0,8,5,1.0,4,5
12,1341,5,6,6,4,0,0.0,0.5,0,0,0,4,1,1.0,2,15
15,1508,10,2,13,2,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,13
6,597,3,2,4,1,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,1,0
18,1867,10,2,16,3,0,0.0,0.1111111111111111,0,0,0,3,1,1.0,4,12
8,878,2,4,4,3,0,0.0,0.5,1,1,0,5,3,1.0,1,0
17,1838,3,8,9,7,0,0.0,0.47058823529411764,1,1,1,7,4,1.0,4,0
18,1525,15,2,16,2,0,0.0,0.1111111111111111,0,0,0,2,1,1.0,4,12
17,1876,9,4,13,4,0,0.0,0.23529411764705882,0,0,0,3,1,1.0,4,11
18,1744,9,3,15,3,0,0.0,0.16666666666666666,1,0,0,3,1,1.0,4,12
15,1620,2,7,8,5,0,0.0,0.4666666666666667,1,1,0,8,7,1.0,4,9
5,539,2,2,3,2,0,0.0,0.4,0,0,0,3,2,1.0,1,0
17,1833,7,3,14,2,0,0.0,0.17647058823529413,0,0,0,3,1,1.0,4,11
13,1441,2,4,9,3,0,0.0,0.3076923076923077,1,0,1,7,6,1.0,3,9
12,1275,3,3,9,3,0,0.0,0.25,0,0,0,6,3,1.0,2,0
6,637,1,3,3,1,0,0.0,0.5,0,0,0,6,6,1.0,1,0
6,640,2,3,3,3,0,0.0,0.5,1,1,0,3,3,1.0,1,0
12,1296,6,3,9,3,0,0.0,0.25,0,0,0,3,1,1.0,2,15
17,1823,7,5,12,3,0,0.0,0.29411764705882354,0,0,0,4,1,1.0,4,11
16,1761,9,1,15,1,0,0.0,0.0625,0,0,0,3,1,1.0,4,1
27,2593,19,4,23,3,0,0.0,0.14814814814814814,0,0,0,2,1,1.0,4,3
10,1141,2,2,8,3,0,0.0,0.2,0,0,0,6,4,1.0,2,8
22,2359,2,9,13,8,0,0.0,0.4090909090909091,1,0,0,11,11,1.0,4,0
10,1048,3,4,6,3,0,0.0,0.4,0,0,0,4,3,1.0,2,0
17,1829,3,6,11,6,0,0.0,0.35294117647058826,2,1,1,9,4,1.0,4,0
11,1204,5,3,8,3,0,0.0,0.2727272727272727,0,0,0,3,1,1.0,2,7
17,1861,8,4,13,3,0,0.0,0.23529411764705882,0,0,0,3,1,1.0,4,11
9,940,3,4,5,4,0,0.0,0.4444444444444444,0,0,0,4,2,1.0,2,0
9,935,2,3,6,3,0,0.0,0.3333333333333333,1,1,0,6,3,1.0,2,0
19,2061,8,9,10,5,0,0.0,0.47368421052631576,0,0,0,4,1,1.0,4,4
17,1873,8,2,15,1,0,0.0,0.11764705882352941,0,0,0,3,1,1.0,4,10
14,1505,2,4,10,4,0,0.0,0.2857142857142857,0,0,0,9,5,1.0,3,0
17,1825,7,2,15,2,0,0.0,0.11764705882352941,0,0,0,3,2,1.0,4,11
8,855,4,1,7,1,0,0.0,0.125,0,0,0,3,1,1.0,1,7
17,1881,9,3,14,4,0,0.0,0.17647058823529413,0,0,0,3,1,1.0,4,11
26,2794,6,9,17,6,0,0.0,0.34615384615384615,5,4,2,6,3,1.0,4,5
12,1294,2,4,8,3,0,0.0,0.3333333333333333,0,0,0,6,6,1.0,2,8
23,2461,7,12,11,9,0,0.0,0.5217391304347826,0,0,0,4,2,1.0,4,4
6,652,1,2,4,2,0,0.0,0.3333333333333333,0,0,0,6,6,1.0,1,0
18,1831,10,2,16,2,0,0.0,0.1111111111111111,1,1,0,3,1,1.0,4,12
6,652,2,3,3,3,0,0.0,0.5,0,0,0,5,1,1.0,1,0
14,1505,4,4,10,3,0,0.0,0.2857142857142857,1,1,0,6,2,1.0,3,0
17,1873,10,2,15,3,0,0.0,0.11764705882352941,0,0,0,2,1,1.0,4,11
15,1519,10,4,11,3,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4,13
6,563,2,2,4,2,1,0.16666666666666666,0.3333333333333333,0,0,0,3,2,0.8333333333333334,1,0
5,565,2,1,4,2,0,0.0,0.2,1,1,0,3,2,1.0,1,0
4,424,1,1,3,1,0,0.0,0.25,1,1,0,4,4,1.0,1,0
5,552,3,0,5,0,0,0.0,0.0,0,0,0,2,1,1.0,1,0
10,1057,2,4,6,2,0,0.0,0.4,0,0,0,8,2,1.0,2,0
12,1314,6,4,8,4,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,2,15
8,865,2,3,5,2,0,0.0,0.375,0,0,0,4,4,1.0,1,0
3,317,1,1,2,1,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
11,1197,5,5,6,5,0,0.0,0.45454545454545453,1,0,0,3,1,1.0,2,0
25,2332,16,4,21,4,0,0.0,0.16,0,0,0,3,1,1.0,4,3
11,1198,2,4,7,3,0,0.0,0.36363636363636365,2,0,1,6,5,1.0,2,9
7,739,2,3,4,2,0,0.0,0.42857142857142855,1,1,0,4,3,1.0,1,0
16,1750,9,5,11,4,0,0.0,0.3125,0,0,0,3,1,1.0,4,1
20,2146,4,7,13,7,0,0.0,0.35,0,0,0,10,2,1.0,4,14
7,774,1,3,4,2,0,0.0,0.42857142857142855,0,0,0,7,7,1.0,1,0
5,546,2,1,4,1,0,0.0,0.2,0,0,0,3,2,1.0,1,0
10,1066,3,4,6,3,0,0.0,0.4,1,0,1,5,1,1.0,2,0
11,1190,5,1,10,2,0,0.0,0.09090909090909091,0,0,0,4,1,1.0,2,13
7,773,2,3,4,3,0,0.0,0.42857142857142855,0,0,0,5,2,1.0,1,0
6,660,2,2,4,3,0,0.0,0.3333333333333333,0,0,0,4,2,1.0,1,0
8,851,1,3,5,2,0,0.0,0.375,1,0,0,8,8,1.0,1,0
26,2305,20,0,26,1,0,0.0,0.0,0,0,0,2,1,1.0,4,3
16,1728,8,3,13,4,0,0.0,0.1875,1,1,1,3,1,1.0,4,1
10,1038,2,4,6,3,0,0.0,0.4,1,0,0,5,5,1.0,2,0
15,1631,5,4,11,4,0,0.0,0.26666666666666666,0,0,0,4,2,1.0,4,2
17,1834,8,6,11,3,0,0.0,0.35294117647058826,0,0,0,4,1,1.0,4,7
12,1258,4,3,9,3,0,0.0,0.25,0,0,0,5,1,1.0,2,0
16,1778,9,1,15,2,0,0.0,0.0625,0,0,0,3,1,1.0,4,1
4,375,2,2,2,2,0,0.0,0.5,0,0,0,3,1,1.0,1,0
17,1814,8,4,13,4,0,0.0,0.23529411764705882,0,0,0,4,1,1.0,4,11
17,1882,8,2,15,2,0,0.0,0.11764705882352941,0,0,0,3,1,1.0,4,7
15,1625,7,5,10,3,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,4,2
5,531,2,1,4,1,0,0.0,0.2,1,1,0,3,2,1.0,1,0
26,2219,16,1,25,2,0,0.0,0.038461538461538464,0,0,0,5,1,1.0,4,3
3,340,1,1,2,1,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
17,1873,2,7,10,6,0,0.0,0.4117647058823529,0,0,0,13,4,1.0,4,8
16,1725,7,7,9,7,0,0.0,0.4375,1,0,0,3,1,1.0,4,1
26,2270,16,3,23,4,0,0.0,0.11538461538461539,0,0,0,3,1,1.0,4,3
15,1668,7,2,13,2,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,6
20,2127,4,8,12,7,0,0.0,0.4,1,0,0,9,1,1.0,4,14
6,637,1,3,3,1,0,0.0,0.5,0,0,0,6,6,1.0,1,0
9,965,3,2,7,2,0,0.0,0.2222222222222222,1,1,0,5,1,1.0,2,0
25,2215,13,5,20,3,0,0.0,0.2,0,0,0,4,1,1.0,4,3
25,2688,4,9,16,7,0,0.0,0.36,2,1,0,12,3,1.0,4,5
12,1258,5,1,11,1,0,0.0,0.08333333333333333,0,0,0,4,1,1.0,2,15
14,1516,2,4,10,4,0,0.0,0.2857142857142857,2,0,0,8,6,1.0,3,9
17,1835,7,4,13,4,0,0.0,0.23529411764705882,0,0,0,3,2,1.0,4,11
8,828,2,2,6,2,0,0.0,0.25,0,0,0,4,4,1.0,1,0
5,551,2,3,2,2,0,0.0,0.6,0,0,0,4,1,1.0,1,0
11,1176,2,5,6,4,0,0.0,0.45454545454545453,0,0,0,7,4,1.0,2,0
10,1130,2,3,7,3,0,0.0,0.3,1,1,0,5,5,1.0,2,0
21,2294,4,8,13,8,0,0.0,0.38095238095238093,0,0,0,7,3,1.0,4,14
6,642,2,2,4,2,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
26,2827,4,10,16,9,0,0.0,0.38461538461538464,3,2,1,10,4,1.0,4,5
14,1503,2,6,8,4,0,0.0,0.42857142857142855,0,0,0,8,6,1.0,3,0
16,1709,4,6,10,5,0,0.0,0.375,1,0,0,9,1,1.0,4,4
4,407,2,2,2,1,0,0.0,0.5,1,0,0,2,2,1.0,1,0
15,1644,8,1,14,2,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4,2
10,1062,5,2,8,1,0,0.0,0.2,0,0,0,3,1,1.0,2,10
12,1286,3,4,8,4,0,0.0,0.3333333333333333,2,2,0,6,1,1.0,2,9
5,540,1,2,3,2,0,0.0,0.4,0,0,0,5,5,1.0,1,0
4,424,2,0,4,0,0,0.0,0.0,0,0,0,3,1,1.0,1,0
6,637,1,3,3,1,0,0.0,0.5,0,0,0,6,6,1.0,1,0
18,1846,9,3,15,2,0,0.0,0.16666666666666666,0,0,0,4,1,1.0,4,12
10,987,2,4,6,3,1,0.1,0.4,0,0,0,6,3,0.9,2,0
9,1012,2,2,7,1,0,0.0,0.2222222222222222,0,0,0,6,3,1.0,2,0
5,527,2,2,3,2,0,0.0,0.4,1,1,0,3,2,1.0,1,0
18,1804,11,4,14,5,0,0.0,0.2222222222222222,1,0,0,3,1,1.0,4,12
13,1426,4,5,8,4,0,0.0,0.38461538461538464,0,0,0,5,1,1.0,3,4
8,871,1,2,6,2,0,0.0,0.25,0,0,0,8,8,1.0,1,0
15,1698,9,4,11,4,0,0.0,0.26666666666666666,0,0,0,2,1,1.0,4,6
3,338,1,0,3,0,0,0.0,0.0,0,0,0,3,3,1.0,1,0
9,815,2,3,6,3,0,0.0,0.3333333333333333,0,0,0,6,3,1.0,2,0
3,278,2,1,2,1,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,1,0
16,1762,9,4,12,4,0,0.0,0.25,1,0,0,3,1,1.0,4,1
4,431,2,2,2,2,0,0.0,0.5,0,0,0,2,2,1.0,1,0
10,1096,2,3,7,3,0,0.0,0.3,1,0,0,6,4,1.0,2,0
12,1307,3,5,7,3,0,0.0,0.4166666666666667,1,1,1,5,3,1.0,2,0
10,1045,3,4,6,4,0,0.0,0.4,1,1,0,4,2,1.0,2,0
4,419,3,2,2,2,0,0.0,0.5,1,0,0,2,1,1.0,1,0
12,1107,8,3,9,3,0,0.0,0.25,1,0,0,2,1,1.0,2,13
14,1349,4,5,9,3,0,0.0,0.35714285714285715,0,0,0,6,1,1.0,3,0
14,1532,2,4,10,4,0,0.0,0.2857142857142857,1,1,0,9,5,1.0,3,9
27,2361,15,3,24,3,0,0.0,0.1111111111111111,1,0,0,3,1,1.0,4,3
5,547,2,0,5,0,0,0.0,0.0,0,0,0,3,2,1.0,1,0
6,629,2,2,4,2,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
6,644,2,2,4,2,0,0.0,0.3333333333333333,1,1,0,4,2,1.0,1,0
18,1663,13,4,14,3,0,0.0,0.2222222222222222,0,0,0,2,1,1.0,4,12
26,2822,6,8,18,7,0,0.0,0.3076923076923077,4,4,1,5,4,1.0,4,5
15,1633,10,2,13,3,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,2
10,1085,5,1,9,1,0,0.0,0.1,0,0,0,3,1,1.0,2,7
6,635,2,3,3,2,0,0.0,0.5,0,0,0,4,2,1.0,1,0
7,747,2,1,6,1,0,0.0,0.14285714285714285,0,0,0,5,2,1.0,1,0
12,1238,2,5,7,4,0,0.0,0.4166666666666667,0,0,0,9,3,1.0,2,0
8,789,2,2,6,2,1,0.125,0.25,0,0,0,6,1,0.875,1,0
8,839,3,3,5,3,0,0.0,0.375,2,1,0,4,1,1.0,1,0
9,974,2,4,5,3,0,0.0,0.4444444444444444,1,1,0,5,4,1.0,2,0
6,633,3,2,4,2,0,0.0,0.3333333333333333,1,0,0,4,1,1.0,1,0
12,1249,8,0,12,0,0,0.0,0.0,0,0,0,2,1,1.0,2,13
15,1688,8,1,14,1,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4,6
10,1110,2,3,7,4,0,0.0,0.3,2,0,0,6,4,1.0,2,0
20,2165,7,9,11,7,0,0.0,0.45,1,1,0,4,1,1.0,4,4
15,1619,2,5,10,5,0,0.0,0.3333333333333333,0,0,0,8,7,1.0,4,0
9,968,3,3,6,3,0,0.0,0.3333333333333333,1,1,0,4,1,1.0,2,0
21,2247,7,11,10,6,0,0.0,0.5238095238095238,0,0,0,4,1,1.0,4,4
18,1965,4,7,11,7,0,0.0,0.3888888888888889,1,1,0,9,2,1.0,4,14
10,1090,2,3,7,3,0,0.0,0.3,2,1,1,6,4,1.0,2,0
6,628,2,3,3,3,0,0.0,0.5,0,0,0,4,2,1.0,1,0
15,1625,2,4,11,4,0,0.0,0.26666666666666666,0,0,0,9,6,1.0,4,9
7,745,1,3,4,2,0,0.0,0.42857142857142855,0,0,0,7,7,1.0,1,0
10,1102,5,2,8,1,0,0.0,0.2,0,0,0,2,2,1.0,2,10
8,844,2,2,6,2,0,0.0,0.25,0,0,0,6,2,1.0,1,0
18,1826,11,0,18,0,0,0.0,0.0,0,0,0,2,1,1.0,4,12
12,1259,6,2,10,2,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,2,15
10,1088,3,2,8,2,0,0.0,0.2,0,0,0,7,1,1.0,2,0
20,2101,2,7,13,5,1,0.05,0.35,1,1,0,11,8,0.95,4,8
12,1209,2,4,8,2,1,0.08333333333333333,0.3333333333333333,0,0,0,6,5,0.9166666666666666,2,8
11,1173,2,5,6,4,0,0.0,0.45454545454545453,1,1,0,6,5,1.0,2,0
3,327,2,1,2,1,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,1,0
12,1288,6,2,10,2,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,2,15
24,2597,6,10,14,8,0,0.0,0.4166666666666667,2,0,0,8,1,1.0,4,4
