Length,asii_value,word_count,Vowel_Count,consonants,syllable_count,underscore,hyphen,tandi,tanv,count_n,count_v,count_adj,max_length_word,min_length_word,ratito_char,label
25,2729,5,9,16,8,0,0.0,0.36,5,5,1,6,4,1.0,4,5
9,989,4,2,7,2,0,0.0,0.2222222222222222,0,0,0,3,2,1.0,2,10
3,328,2,2,1,1,0,0.0,0.6666666666666666,0,0,0,2,1,1.0,1,0
12,1315,5,3,9,3,0,0.0,0.25,0,0,0,4,2,1.0,2,15
20,2144,2,7,13,7,0,0.0,0.35,0,0,0,10,10,1.0,4,14
7,694,5,2,5,1,0,0.0,0.2857142857142857,0,0,0,2,1,1.0,1,0
9,935,2,3,6,3,0,0.0,0.3333333333333333,1,1,0,5,4,1.0,2,0
20,2198,6,9,11,7,0,0.0,0.45,0,0,0,8,1,1.0,4,4
9,953,2,5,4,3,0,0.0,0.5555555555555556,1,0,0,5,4,1.0,2,0
10,1067,2,4,6,3,0,0.0,0.4,0,0,0,8,2,1.0,2,0
16,1763,7,8,8,4,0,0.0,0.5,0,0,0,3,1,1.0,4,7
18,1811,8,3,15,4,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,4,12
9,993,2,3,6,3,0,0.0,0.3333333333333333,2,2,1,5,4,1.0,2,0
6,633,2,2,4,2,0,0.0,0.3333333333333333,0,0,0,4,2,1.0,1,0
25,2093,16,3,22,4,0,0.0,0.12,1,0,0,3,1,1.0,4,3
20,2123,3,8,12,6,0,0.0,0.4,1,1,0,8,6,1.0,4,0
12,1288,6,2,10,2,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,2,15
7,595,5,1,6,2,0,0.0,0.14285714285714285,0,0,0,2,1,1.0,1,0
3,319,1,0,3,0,0,0.0,0.0,0,0,0,3,3,1.0,1,0
16,1688,2,8,8,7,0,0.0,0.5,1,0,0,9,7,1.0,4,0
6,635,2,1,5,1,0,0.0,0.16666666666666666,0,0,0,4,2,1.0,1,0
4,435,1,1,3,1,0,0.0,0.25,0,0,0,4,4,1.0,1,0
14,1497,7,6,8,3,0,0.0,0.42857142857142855,0,0,0,3,1,1.0,3,10
10,1088,2,4,6,3,0,0.0,0.4,0,0,0,5,5,1.0,2,0
10,1045,3,3,7,3,0,0.0,0.3,2,2,2,4,2,1.0,2,0
5,519,2,2,3,1,0,0.0,0.4,0,0,0,3,2,1.0,1,0
6,611,3,2,4,2,0,0.0,0.3333333333333333,1,0,0,3,1,1.0,1,0
17,1878,2,8,9,6,0,0.0,0.47058823529411764,0,0,0,13,4,1.0,4,8
18,1914,2,7,11,6,0,0.0,0.3888888888888889,0,0,0,10,8,1.0,4,14
15,1647,9,0,15,1,0,0.0,0.0,0,0,0,2,1,1.0,4,6
8,851,2,3,5,3,0,0.0,0.375,0,0,0,4,4,1.0,1,0
6,637,1,3,3,3,0,0.0,0.5,0,0,0,6,6,1.0,1,0
23,2496,8,11,12,8,0,0.0,0.4782608695652174,0,0,0,5,1,1.0,4,4
10,1060,4,4,6,4,0,0.0,0.4,2,1,0,4,1,1.0,2,0
15,1640,7,6,9,4,0,0.0,0.4,1,0,0,3,1,1.0,4,2
26,2162,19,3,23,4,0,0.0,0.11538461538461539,0,0,0,3,1,1.0,4,3
3,299,1,1,2,1,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
18,1993,10,3,15,3,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,4,10
12,1323,6,4,8,2,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,2,15
5,466,2,1,4,1,0,0.0,0.2,1,1,0,4,1,1.0,1,0
15,1644,7,4,11,2,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4,2
10,1114,2,2,8,3,0,0.0,0.2,1,1,0,7,3,1.0,2,0
5,537,2,2,3,2,0,0.0,0.4,0,0,0,3,2,1.0,1,0
9,941,3,3,6,3,0,0.0,0.3333333333333333,2,1,0,4,2,1.0,2,0
16,1685,5,7,9,6,0,0.0,0.4375,0,0,0,6,2,1.0,4,4
12,1260,3,4,8,4,0,0.0,0.3333333333333333,0,0,0,6,2,1.0,2,0
7,581,2,1,6,2,0,0.0,0.14285714285714285,0,0,0,4,3,1.0,1,0
9,910,2,3,6,3,1,0.1111111111111111,0.3333333333333333,1,1,0,5,3,0.8888888888888888,2,0
12,1296,2,4,8,3,0,0.0,0.3333333333333333,1,1,1,7,5,1.0,2,9
19,1999,6,7,12,7,0,0.0,0.3684210526315789,1,0,0,7,1,1.0,4,14
17,1840,8,2,15,2,0,0.0,0.11764705882352941,1,1,0,3,1,1.0,4,11
12,1296,6,0,12,0,0,0.0,0.0,0,0,0,3,1,1.0,2,15
17,1863,10,3,14,3,0,0.0,0.17647058823529413,1,0,0,3,1,1.0,4,11
10,1074,2,4,6,4,0,0.0,0.4,0,0,0,6,4,1.0,2,0
23,2473,4,8,15,8,0,0.0,0.34782608695652173,0,0,0,10,2,1.0,4,14
12,1336,6,3,9,2,0,0.0,0.25,0,0,0,3,1,1.0,2,15
14,1513,5,7,7,5,0,0.0,0.5,0,0,0,4,1,1.0,3,0
8,885,2,3,5,3,0,0.0,0.375,1,1,1,4,4,1.0,1,0
12,1327,8,2,10,4,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,2,15
10,1074,4,2,8,1,0,0.0,0.2,0,0,0,3,2,1.0,2,10
16,1733,3,5,11,5,0,0.0,0.3125,1,0,0,9,3,1.0,4,0
13,1441,8,2,11,2,0,0.0,0.15384615384615385,0,0,0,2,1,1.0,3,7
10,1083,2,3,7,3,0,0.0,0.3,1,1,0,5,5,1.0,2,0
7,781,3,2,5,2,0,0.0,0.2857142857142857,0,0,0,4,1,1.0,1,0
15,1555,2,6,9,6,1,0.06666666666666667,0.4,1,0,0,11,3,0.9333333333333333,4,0
4,439,2,1,3,1,0,0.0,0.25,0,0,0,3,1,1.0,1,0
9,999,5,3,6,2,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,2,10
16,1733,8,3,13,1,0,0.0,0.1875,0,0,0,3,1,1.0,4,1
10,1083,5,2,8,2,0,0.0,0.2,0,0,0,4,1,1.0,2,13
4,445,1,1,3,1,0,0.0,0.25,1,0,0,4,4,1.0,1,0
9,1010,5,1,8,1,0,0.0,0.1111111111111111,0,0,0,3,1,1.0,2,7
24,2565,7,11,13,8,0,0.0,0.4583333333333333,0,0,0,8,1,1.0,4,4
12,1052,3,3,9,2,1,0.08333333333333333,0.25,1,0,1,4,3,0.9166666666666666,2,0
6,630,3,1,5,1,0,0.0,0.16666666666666666,1,1,0,3,1,1.0,1,0
14,1525,2,7,7,5,0,0.0,0.5,1,0,1,7,7,1.0,3,9
7,764,1,4,3,3,0,0.0,0.5714285714285714,0,0,0,7,7,1.0,1,0
24,2608,5,8,16,6,0,0.0,0.3333333333333333,5,5,0,7,3,1.0,4,5
8,856,2,4,4,3,0,0.0,0.5,1,0,1,6,2,1.0,1,0
11,1102,4,3,8,3,1,0.09090909090909091,0.2727272727272727,0,0,0,4,2,0.9090909090909091,2,0
8,842,4,2,6,2,0,0.0,0.25,0,0,0,3,1,1.0,1,7
26,2226,17,3,23,3,0,0.0,0.11538461538461539,0,0,0,4,1,1.0,4,3
13,1403,4,6,7,5,0,0.0,0.46153846153846156,0,0,0,4,2,1.0,3,0
5,545,2,2,3,1,0,0.0,0.4,0,0,0,3,2,1.0,1,0
15,1544,9,3,12,3,0,0.0,0.2,0,0,0,5,1,1.0,4,13
4,418,2,2,2,1,0,0.0,0.5,0,0,0,2,2,1.0,1,0
11,1130,2,3,8,3,1,0.09090909090909091,0.2727272727272727,0,0,0,6,4,0.9090909090909091,2,0
9,856,3,3,6,3,0,0.0,0.3333333333333333,0,0,0,4,2,1.0,2,0
21,2236,8,9,12,8,0,0.0,0.42857142857142855,0,0,0,4,2,1.0,4,4
14,1429,2,4,10,3,1,0.07142857142857142,0.2857142857142857,0,0,0,9,4,0.9285714285714286,3,8
5,533,2,3,2,2,0,0.0,0.6,1,1,0,4,1,1.0,1,0
15,1637,8,2,13,3,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,2
24,2599,8,9,15,9,0,0.0,0.375,2,2,0,6,1,1.0,4,4
11,1186,4,6,5,4,0,0.0,0.5454545454545454,0,0,0,5,1,1.0,2,0
12,1314,2,3,9,3,0,0.0,0.25,0,0,0,8,4,1.0,2,0
15,1653,7,2,13,2,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,2
16,1716,2,6,10,6,0,0.0,0.375,0,0,0,10,6,1.0,4,8
7,727,2,3,4,2,0,0.0,0.42857142857142855,0,0,0,4,3,1.0,1,0
12,1325,2,3,9,3,0,0.0,0.25,1,1,0,6,6,1.0,2,9
18,1601,14,1,17,2,0,0.0,0.05555555555555555,0,0,0,3,1,1.0,4,12
5,326,2,0,5,0,0,0.0,0.0,0,0,0,4,1,1.0,1,0
12,1320,7,3,9,3,0,0.0,0.25,0,0,0,3,1,1.0,2,0
15,1585,2,4,11,4,1,0.06666666666666667,0.26666666666666666,1,1,0,9,5,0.9333333333333333,4,8
6,636,1,2,4,1,0,0.0,0.3333333333333333,1,1,0,6,6,1.0,1,0
16,1755,8,1,15,2,0,0.0,0.0625,0,0,0,3,1,1.0,4,1
15,1644,8,2,13,2,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,2
15,1678,8,2,13,2,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,6
11,1059,3,5,6,5,1,0.09090909090909091,0.45454545454545453,0,0,0,4,3,0.9090909090909091,2,0
15,1606,6,4,11,2,0,0.0,0.26666666666666666,2,0,1,3,1,1.0,4,2
15,1703,8,2,13,3,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4,6
8,881,2,2,6,3,0,0.0,0.25,0,0,0,6,2,1.0,1,0
15,1656,7,4,11,3,0,0.0,0.26666666666666666,0,0,0,4,1,1.0,4,2
10,1068,2,2,8,4,0,0.0,0.2,0,0,0,5,5,1.0,2,0
16,1756,9,3,13,3,0,0.0,0.1875,0,0,0,3,1,1.0,4,6
11,1207,2,3,8,3,0,0.0,0.2727272727272727,1,0,0,6,5,1.0,2,0
10,1075,5,3,7,4,0,0.0,0.3,1,0,0,4,1,1.0,2,0
8,847,3,2,6,2,0,0.0,0.25,1,1,0,4,1,1.0,1,0
17,1816,8,7,10,5,0,0.0,0.4117647058823529,1,1,0,4,1,1.0,4,11
16,1726,8,3,13,3,0,0.0,0.1875,1,0,0,4,1,1.0,4,1
7,755,2,3,4,3,0,0.0,0.42857142857142855,0,0,0,5,2,1.0,1,0
16,1727,8,6,10,3,0,0.0,0.375,1,0,0,3,1,1.0,4,1
16,1772,7,6,10,4,0,0.0,0.375,0,0,0,4,1,1.0,4,1
3,325,1,1,2,1,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
18,1637,13,1,17,1,0,0.0,0.05555555555555555,0,0,0,2,1,1.0,4,12
14,1538,5,6,8,6,0,0.0,0.42857142857142855,0,0,0,5,1,1.0,3,4
16,1757,8,5,11,4,0,0.0,0.3125,0,0,0,3,1,1.0,4,1
23,2454,7,10,13,8,0,0.0,0.43478260869565216,1,1,0,7,1,1.0,4,4
13,1300,7,1,12,1,0,0.0,0.07692307692307693,0,0,0,3,1,1.0,3,13
23,2090,14,5,18,6,0,0.0,0.21739130434782608,0,0,0,3,1,1.0,4,3
9,975,2,4,5,4,0,0.0,0.4444444444444444,0,0,0,5,4,1.0,2,0
25,2675,4,9,16,9,0,0.0,0.36,2,2,0,9,4,1.0,4,5
12,1319,7,2,10,1,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,2,15
15,1600,6,3,12,3,0,0.0,0.2,0,0,0,3,2,1.0,4,2
10,1057,2,4,6,3,0,0.0,0.4,1,1,0,6,4,1.0,2,0
6,641,3,3,3,3,0,0.0,0.5,0,0,0,4,1,1.0,1,0
9,978,2,3,6,2,0,0.0,0.3333333333333333,2,1,1,6,3,1.0,2,0
4,463,3,1,3,1,0,0.0,0.25,0,0,0,2,1,1.0,1,0
14,1534,3,5,9,4,0,0.0,0.35714285714285715,1,0,0,5,4,1.0,3,0
9,957,2,4,5,3,0,0.0,0.4444444444444444,0,0,0,5,4,1.0,2,0
25,2256,20,3,22,3,0,0.0,0.12,1,0,0,3,1,1.0,4,3
3,339,2,1,2,1,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,1,0
22,2379,9,8,14,7,0,0.0,0.36363636363636365,1,0,0,4,1,1.0,4,4
9,969,5,1,8,1,0,0.0,0.1111111111111111,0,0,0,3,1,1.0,2,7
15,1670,8,3,12,3,0,0.0,0.2,0,0,0,4,1,1.0,4,2
15,1611,7,5,10,3,0,0.0,0.3333333333333333,0,0,0,4,1,1.0,4,7
4,431,1,2,2,1,0,0.0,0.5,1,1,1,4,4,1.0,1,0
13,1377,2,4,9,3,0,0.0,0.3076923076923077,2,0,1,7,6,1.0,3,9
26,2336,15,2,24,2,0,0.0,0.07692307692307693,1,0,0,3,1,1.0,4,3
11,1204,3,3,8,3,0,0.0,0.2727272727272727,1,1,0,5,3,1.0,2,0
6,631,3,3,3,3,0,0.0,0.5,1,1,1,3,1,1.0,1,0
17,1852,8,3,14,4,0,0.0,0.17647058823529413,0,0,0,3,1,1.0,4,11
10,948,6,2,8,2,0,0.0,0.2,0,0,0,3,1,1.0,2,13
11,1177,2,3,8,3,0,0.0,0.2727272727272727,1,1,1,6,5,1.0,2,9
11,1191,3,3,8,3,0,0.0,0.2727272727272727,1,1,0,4,3,1.0,2,0
4,349,2,1,3,1,0,0.0,0.25,0,0,0,3,1,1.0,1,0
26,2737,4,10,16,9,0,0.0,0.38461538461538464,3,3,0,9,4,1.0,4,5
17,1764,3,8,9,7,0,0.0,0.47058823529411764,0,0,0,9,4,1.0,4,14
16,1784,8,1,15,1,0,0.0,0.0625,0,0,0,3,1,1.0,4,6
14,1583,9,0,14,1,0,0.0,0.0,0,0,0,3,1,1.0,3,6
26,2341,17,1,25,3,0,0.0,0.038461538461538464,0,0,0,3,1,1.0,4,3
10,1073,2,4,6,3,0,0.0,0.4,2,2,0,6,4,1.0,2,0
10,1082,2,3,7,4,0,0.0,0.3,0,0,0,7,3,1.0,2,0
13,1389,6,2,11,1,0,0.0,0.15384615384615385,0,0,0,4,1,1.0,3,7
13,1317,2,6,7,4,1,0.07692307692307693,0.46153846153846156,1,1,0,7,5,0.9230769230769231,3,0
6,633,2,3,3,3,0,0.0,0.5,1,1,0,4,2,1.0,1,0
9,968,1,3,6,3,0,0.0,0.3333333333333333,0,0,0,9,9,1.0,2,0
14,1566,8,1,13,1,0,0.0,0.07142857142857142,0,0,0,2,1,1.0,3,6
16,1717,8,1,15,1,0,0.0,0.0625,0,0,0,3,1,1.0,4,1
16,1759,8,2,14,1,0,0.0,0.125,0,0,0,3,1,1.0,4,1
13,1397,2,5,8,4,0,0.0,0.38461538461538464,1,0,0,7,6,1.0,3,9
16,1783,8,2,14,2,0,0.0,0.125,0,0,0,3,1,1.0,4,6
7,783,4,2,5,1,0,0.0,0.2857142857142857,0,0,0,3,1,1.0,1,7
18,1650,13,1,17,1,0,0.0,0.05555555555555555,0,0,0,2,1,1.0,4,12
10,960,2,4,6,3,0,0.0,0.4,0,0,0,8,2,1.0,2,0
6,635,2,3,3,2,0,0.0,0.5,0,0,0,3,3,1.0,1,0
14,1554,7,3,11,2,0,0.0,0.21428571428571427,0,0,0,3,1,1.0,3,6
9,960,3,3,6,3,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,2,0
12,1257,2,5,7,4,0,0.0,0.4166666666666667,0,0,0,7,5,1.0,2,0
8,856,2,2,6,2,0,0.0,0.25,2,1,1,4,4,1.0,1,0
5,559,2,2,3,2,0,0.0,0.4,0,0,0,3,2,1.0,1,0
19,2049,10,6,13,5,0,0.0,0.3157894736842105,0,0,0,3,1,1.0,4,10
8,823,2,4,4,3,0,0.0,0.5,0,0,0,4,4,1.0,1,0
9,970,3,4,5,4,0,0.0,0.4444444444444444,0,0,0,4,2,1.0,2,0
5,566,2,3,2,1,0,0.0,0.6,0,0,0,3,2,1.0,1,0
6,679,2,3,3,2,0,0.0,0.5,2,0,1,3,3,1.0,1,0
13,1391,2,5,8,3,0,0.0,0.38461538461538464,2,0,0,7,6,1.0,3,9
18,1971,8,2,16,3,0,0.0,0.1111111111111111,0,0,0,3,1,1.0,4,7
15,1601,6,6,9,5,0,0.0,0.4,1,0,0,5,1,1.0,4,0
9,1002,2,2,7,2,0,0.0,0.2222222222222222,1,1,0,5,4,1.0,2,0
6,646,2,2,4,2,0,0.0,0.3333333333333333,1,1,0,3,3,1.0,1,0
5,546,2,2,3,2,0,0.0,0.4,0,0,0,3,2,1.0,1,0
7,756,2,3,4,3,0,0.0,0.42857142857142855,0,0,0,5,2,1.0,1,0
9,991,3,4,5,3,0,0.0,0.4444444444444444,1,1,0,5,1,1.0,2,0
27,2903,5,12,15,10,0,0.0,0.4444444444444444,5,4,1,8,3,1.0,4,5
11,1187,3,2,9,3,0,0.0,0.18181818181818182,2,2,1,5,2,1.0,2,0
18,1891,9,4,14,4,0,0.0,0.2222222222222222,1,1,0,3,1,1.0,4,12
7,759,2,2,5,2,0,0.0,0.2857142857142857,1,1,1,5,2,1.0,1,0
18,1609,8,3,15,3,0,0.0,0.16666666666666666,0,0,0,4,1,1.0,4,12
5,560,2,1,4,1,0,0.0,0.2,1,1,0,4,1,1.0,1,0
16,1805,8,2,14,2,0,0.0,0.125,0,0,0,3,1,1.0,4,6
7,765,3,3,4,2,0,0.0,0.42857142857142855,0,0,0,4,1,1.0,1,0
19,2078,11,2,17,3,0,0.0,0.10526315789473684,1,0,0,3,1,1.0,4,7
10,1076,5,2,8,2,0,0.0,0.2,0,0,0,3,1,1.0,2,7
9,987,1,3,6,4,0,0.0,0.3333333333333333,0,0,0,9,9,1.0,2,0
6,626,3,3,3,2,0,0.0,0.5,2,1,0,4,1,1.0,1,0
25,2705,4,10,15,8,0,0.0,0.4,2,2,0,8,4,1.0,4,5
13,1461,7,3,10,2,0,0.0,0.23076923076923078,0,0,0,2,1,1.0,3,6
18,1687,11,4,14,3,0,0.0,0.2222222222222222,1,0,0,2,1,1.0,4,12
18,1893,10,3,15,2,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,4,12
3,339,2,3,0,1,0,0.0,1.0,0,0,0,2,1,1.0,1,0
10,1063,6,1,9,1,0,0.0,0.1,0,0,0,2,1,1.0,2,7
4,408,1,2,2,2,0,0.0,0.5,0,0,0,4,4,1.0,1,0
10,1093,4,4,6,4,0,0.0,0.4,1,0,0,4,1,1.0,2,0
9,982,2,3,6,2,0,0.0,0.3333333333333333,1,1,1,5,4,1.0,2,0
27,2381,18,2,25,4,0,0.0,0.07407407407407407,0,0,0,3,1,1.0,4,3
8,832,3,4,4,4,0,0.0,0.5,1,1,0,4,2,1.0,1,0
6,517,2,1,5,1,0,0.0,0.16666666666666666,0,0,0,4,2,1.0,1,0
14,1487,7,3,11,3,0,0.0,0.21428571428571427,1,0,0,3,1,1.0,3,7
3,339,2,1,2,1,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,1,0
4,434,3,0,4,0,0,0.0,0.0,0,0,0,2,1,1.0,1,0
12,1333,6,4,8,3,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,2,15
3,330,2,1,2,1,0,0.0,0.3333333333333333,0,0,0,2,1,1.0,1,0
15,1654,7,4,11,4,0,0.0,0.26666666666666666,1,0,0,4,1,1.0,4,6
18,1991,8,4,14,4,0,0.0,0.2222222222222222,1,0,0,3,1,1.0,4,10
14,1538,7,3,11,2,0,0.0,0.21428571428571427,0,0,0,3,1,1.0,3,6
16,1782,8,2,14,2,0,0.0,0.125,0,0,0,3,1,1.0,4,6
19,2013,3,8,11,6,0,0.0,0.42105263157894735,0,0,0,9,2,1.0,4,14
3,320,1,2,1,1,0,0.0,0.6666666666666666,0,0,0,3,3,1.0,1,0
11,1154,2,4,7,4,0,0.0,0.36363636363636365,0,0,0,8,3,1.0,2,0
28,3065,4,8,20,8,0,0.0,0.2857142857142857,3,3,0,8,6,1.0,4,5
5,545,2,2,3,1,0,0.0,0.4,0,0,0,3,2,1.0,1,0
9,1010,2,4,5,4,0,0.0,0.4444444444444444,0,0,0,5,4,1.0,2,0
20,2084,6,8,12,7,0,0.0,0.4,0,0,0,7,2,1.0,4,14
17,1793,4,7,10,6,0,0.0,0.4117647058823529,0,0,0,9,1,1.0,4,14
5,548,2,1,4,1,0,0.0,0.2,1,1,1,3,2,1.0,1,0
13,1400,3,6,7,6,0,0.0,0.46153846153846156,0,0,0,7,2,1.0,3,0
12,1186,2,4,8,3,1,0.08333333333333333,0.3333333333333333,1,1,1,6,5,0.9166666666666666,2,0
17,1869,7,5,12,5,0,0.0,0.29411764705882354,1,0,0,4,1,1.0,4,11
10,1068,3,6,4,4,0,0.0,0.6,0,0,0,5,2,1.0,2,0
25,2035,17,1,24,1,0,0.0,0.04,0,0,0,3,1,1.0,4,3
6,641,2,3,3,2,0,0.0,0.5,0,0,0,3,3,1.0,1,0
12,1263,2,4,8,3,0,0.0,0.3333333333333333,2,1,0,7,5,1.0,2,0
16,1717,8,3,13,3,0,0.0,0.1875,0,0,0,3,1,1.0,4,1
18,1908,9,3,15,3,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,4,12
20,2113,3,8,12,7,0,0.0,0.4,0,0,0,10,2,1.0,4,14
10,1067,2,4,6,4,0,0.0,0.4,1,0,0,5,5,1.0,2,0
17,1842,9,4,13,4,0,0.0,0.23529411764705882,0,0,0,3,1,1.0,4,7
19,1986,2,7,12,5,1,0.05263157894736842,0.3684210526315789,0,0,0,10,8,0.9473684210526315,4,8
9,981,2,5,4,3,0,0.0,0.5555555555555556,1,0,0,5,4,1.0,2,0
9,809,2,3,6,2,0,0.0,0.3333333333333333,0,0,0,6,3,1.0,2,0
6,550,4,2,4,2,0,0.0,0.3333333333333333,1,0,0,3,1,1.0,1,0
13,1389,7,2,11,3,0,0.0,0.15384615384615385,1,0,0,2,1,1.0,3,10
13,1412,7,1,12,1,0,0.0,0.07692307692307693,0,0,0,3,1,1.0,3,13
30,3212,5,14,16,11,0,0.0,0.4666666666666667,4,4,1,8,4,1.0,4,5
13,1386,2,6,7,6,0,0.0,0.46153846153846156,0,0,0,9,4,1.0,3,0
10,1100,3,4,6,3,0,0.0,0.4,0,0,0,6,1,1.0,2,0
8,840,2,4,4,3,0,0.0,0.5,0,0,0,5,3,1.0,1,0
10,1080,2,3,7,3,0,0.0,0.3,1,1,0,6,4,1.0,2,0
17,1839,7,2,15,4,0,0.0,0.11764705882352941,0,0,0,5,1,1.0,4,11
12,1341,6,0,12,0,0,0.0,0.0,0,0,0,3,1,1.0,2,15
3,318,1,1,2,1,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
6,637,1,3,3,1,0,0.0,0.5,0,0,0,6,6,1.0,1,0
5,527,2,0,5,0,0,0.0,0.0,0,0,0,3,2,1.0,1,0
6,615,2,2,4,2,0,0.0,0.3333333333333333,0,0,0,3,3,1.0,1,0
8,875,3,2,6,2,0,0.0,0.25,0,0,0,3,2,1.0,1,0
10,1080,3,4,6,3,0,0.0,0.4,2,1,2,4,2,1.0,2,0
7,753,2,4,3,1,0,0.0,0.5714285714285714,0,0,0,4,3,1.0,1,0
15,1480,10,0,15,1,0,0.0,0.0,0,0,0,2,1,1.0,4,13
6,635,1,1,5,1,0,0.0,0.16666666666666666,0,0,0,6,6,1.0,1,0
9,930,4,4,5,3,0,0.0,0.4444444444444444,1,0,0,5,1,1.0,2,0
12,1331,3,4,8,3,0,0.0,0.3333333333333333,1,1,0,6,3,1.0,2,0
29,3107,5,11,18,9,0,0.0,0.3793103448275862,4,3,0,9,5,1.0,4,5
9,949,2,5,4,4,0,0.0,0.5555555555555556,0,0,0,5,4,1.0,2,0
13,1356,3,4,9,4,1,0.07692307692307693,0.3076923076923077,1,1,0,7,1,0.9230769230769231,3,0
10,1067,2,4,6,4,0,0.0,0.4,1,0,0,5,5,1.0,2,0
19,2034,8,8,11,8,0,0.0,0.42105263157894735,0,0,0,5,1,1.0,4,0
14,1517,2,5,9,5,0,0.0,0.35714285714285715,1,1,0,8,6,1.0,3,9
12,1287,2,4,8,3,0,0.0,0.3333333333333333,0,0,0,7,5,1.0,2,0
14,1563,10,2,12,1,0,0.0,0.14285714285714285,0,0,0,2,1,1.0,3,10
6,612,3,3,3,3,0,0.0,0.5,2,0,1,3,1,1.0,1,0
27,2254,16,2,25,4,0,0.0,0.07407407407407407,0,0,0,4,1,1.0,4,3
6,646,1,2,4,2,0,0.0,0.3333333333333333,0,0,0,6,6,1.0,1,0
12,1216,3,5,7,4,0,0.0,0.4166666666666667,1,1,0,6,1,1.0,2,0
6,586,3,1,5,1,0,0.0,0.16666666666666666,0,0,0,4,1,1.0,1,0
18,1900,2,6,12,5,0,0.0,0.3333333333333333,0,0,0,9,9,1.0,4,14
8,849,1,2,6,2,0,0.0,0.25,1,0,1,8,8,1.0,1,0
17,1846,7,3,14,3,0,0.0,0.17647058823529413,0,0,0,3,1,1.0,4,11
4,437,2,0,4,0,0,0.0,0.0,0,0,0,2,2,1.0,1,0
6,657,2,4,2,2,0,0.0,0.6666666666666666,1,0,0,3,3,1.0,1,0
6,600,2,1,5,2,1,0.16666666666666666,0.16666666666666666,1,1,0,3,2,0.8333333333333334,1,0
5,535,2,2,3,2,0,0.0,0.4,0,0,0,4,1,1.0,1,0
8,852,1,3,5,3,0,0.0,0.375,0,0,0,8,8,1.0,1,0
26,2689,4,10,16,10,0,0.0,0.38461538461538464,3,3,1,9,4,1.0,4,5
6,587,2,2,4,2,0,0.0,0.3333333333333333,1,1,1,5,1,1.0,1,0
18,1729,11,1,17,2,0,0.0,0.05555555555555555,0,0,0,3,1,1.0,4,12
30,3224,6,11,19,10,0,0.0,0.36666666666666664,3,3,0,8,3,1.0,4,5
4,417,2,1,3,1,0,0.0,0.25,0,0,0,2,2,1.0,1,0
11,1203,2,3,8,4,0,0.0,0.2727272727272727,0,0,0,9,2,1.0,2,0
12,1273,1,5,7,3,0,0.0,0.4166666666666667,0,0,0,12,12,1.0,2,0
10,1081,2,4,6,3,0,0.0,0.4,0,0,0,6,4,1.0,2,0
10,1078,3,4,6,4,0,0.0,0.4,0,0,0,5,2,1.0,2,0
18,1910,10,3,15,3,0,0.0,0.16666666666666666,0,0,0,3,1,1.0,4,12
12,1227,2,6,6,5,0,0.0,0.5,1,0,0,6,6,1.0,2,9
11,1169,2,5,6,4,0,0.0,0.45454545454545453,1,0,0,9,2,1.0,2,0
15,1667,7,3,12,2,0,0.0,0.2,0,0,0,3,1,1.0,4,2
19,2083,2,6,13,6,0,0.0,0.3157894736842105,0,0,0,10,9,1.0,4,8
17,1838,9,4,13,2,0,0.0,0.23529411764705882,2,0,0,3,1,1.0,4,7
16,1776,8,1,15,1,0,0.0,0.0625,0,0,0,3,1,1.0,4,6
10,1079,2,3,7,3,0,0.0,0.3,0,0,0,5,5,1.0,2,0
5,426,3,0,5,0,0,0.0,0.0,0,0,0,2,1,1.0,1,0
12,1286,6,1,11,1,0,0.0,0.08333333333333333,0,0,0,3,1,1.0,2,15
13,1253,8,1,12,2,0,0.0,0.07692307692307693,0,0,0,2,1,1.0,3,13
13,1400,2,4,9,4,0,0.0,0.3076923076923077,1,1,0,7,6,1.0,3,9
16,1771,9,1,15,1,0,0.0,0.0625,0,0,0,2,1,1.0,4,1
12,1305,5,4,8,3,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,2,7
7,628,3,2,5,2,0,0.0,0.2857142857142857,0,0,0,3,2,1.0,1,0
27,2346,14,3,24,2,0,0.0,0.1111111111111111,0,0,0,4,1,1.0,4,3
